,word,meaning,source
2410,environment,,https://api.dictionaryapi.dev/api/v2/entries/en/environment
2411,epidemic,,https://api.dictionaryapi.dev/api/v2/entries/en/epidemic
2412,episode,,https://api.dictionaryapi.dev/api/v2/entries/en/episode
2413,equal,,https://api.dictionaryapi.dev/api/v2/entries/en/equal
2414,equip,,https://api.dictionaryapi.dev/api/v2/entries/en/equip
2415,equivalent,,https://api.dictionaryapi.dev/api/v2/entries/en/equivalent
2416,erode,,https://api.dictionaryapi.dev/api/v2/entries/en/erode
2417,essay,,https://api.dictionaryapi.dev/api/v2/entries/en/essay
2418,essential,,https://api.dictionaryapi.dev/api/v2/entries/en/essential
2419,establish,,https://api.dictionaryapi.dev/api/v2/entries/en/establish
2420,estate,,https://api.dictionaryapi.dev/api/v2/entries/en/estate
2421,estimate,,https://api.dictionaryapi.dev/api/v2/entries/en/estimate
2422,evaluate,,https://api.dictionaryapi.dev/api/v2/entries/en/evaluate
2423,evident,,https://api.dictionaryapi.dev/api/v2/entries/en/evident
2424,evil,,https://api.dictionaryapi.dev/api/v2/entries/en/evil
2425,evolve,,https://api.dictionaryapi.dev/api/v2/entries/en/evolve
2426,examine,,https://api.dictionaryapi.dev/api/v2/entries/en/examine
2427,exceed,,https://api.dictionaryapi.dev/api/v2/entries/en/exceed
2428,excellent,,https://api.dictionaryapi.dev/api/v2/entries/en/excellent
2429,exclude,,https://api.dictionaryapi.dev/api/v2/entries/en/exclude
2430,execute,,https://api.dictionaryapi.dev/api/v2/entries/en/execute
2431,executive,,https://api.dictionaryapi.dev/api/v2/entries/en/executive
2432,exempt,,https://api.dictionaryapi.dev/api/v2/entries/en/exempt
2433,exert,,https://api.dictionaryapi.dev/api/v2/entries/en/exert
2434,exhaust,,https://api.dictionaryapi.dev/api/v2/entries/en/exhaust
2435,exhibit,,https://api.dictionaryapi.dev/api/v2/entries/en/exhibit
2436,expand,,https://api.dictionaryapi.dev/api/v2/entries/en/expand
2437,expect,,https://api.dictionaryapi.dev/api/v2/entries/en/expect
2438,expedition,,https://api.dictionaryapi.dev/api/v2/entries/en/expedition
2439,expel,,https://api.dictionaryapi.dev/api/v2/entries/en/expel
2440,expense,,https://api.dictionaryapi.dev/api/v2/entries/en/expense
2441,expert,,https://api.dictionaryapi.dev/api/v2/entries/en/expert
2442,explode,,https://api.dictionaryapi.dev/api/v2/entries/en/explode
2443,explore,,https://api.dictionaryapi.dev/api/v2/entries/en/explore
2444,expose,,https://api.dictionaryapi.dev/api/v2/entries/en/expose
2445,extend,,https://api.dictionaryapi.dev/api/v2/entries/en/extend
2446,extensive,,https://api.dictionaryapi.dev/api/v2/entries/en/extensive
2447,external,,https://api.dictionaryapi.dev/api/v2/entries/en/external
2448,extra,,https://api.dictionaryapi.dev/api/v2/entries/en/extra
2449,extraordinary,,https://api.dictionaryapi.dev/api/v2/entries/en/extraordinary
2450,extreme,,https://api.dictionaryapi.dev/api/v2/entries/en/extreme
2451,faculty,,https://api.dictionaryapi.dev/api/v2/entries/en/faculty
2452,failure,,https://api.dictionaryapi.dev/api/v2/entries/en/failure
2453,famine,,https://api.dictionaryapi.dev/api/v2/entries/en/famine
2454,fascinate,,https://api.dictionaryapi.dev/api/v2/entries/en/fascinate
2455,fashion,,https://api.dictionaryapi.dev/api/v2/entries/en/fashion
2456,fatal,,https://api.dictionaryapi.dev/api/v2/entries/en/fatal
2457,fatigue,,https://api.dictionaryapi.dev/api/v2/entries/en/fatigue
2458,fault,,https://api.dictionaryapi.dev/api/v2/entries/en/fault
2459,favor,,https://api.dictionaryapi.dev/api/v2/entries/en/favor
2460,fear,,https://api.dictionaryapi.dev/api/v2/entries/en/fear
2461,feasible,,https://api.dictionaryapi.dev/api/v2/entries/en/feasible
2462,federal,,https://api.dictionaryapi.dev/api/v2/entries/en/federal
2463,feedback,,https://api.dictionaryapi.dev/api/v2/entries/en/feedback
2464,female,,https://api.dictionaryapi.dev/api/v2/entries/en/female
2465,fiction,,https://api.dictionaryapi.dev/api/v2/entries/en/fiction
2466,fierce,,https://api.dictionaryapi.dev/api/v2/entries/en/fierce
2467,finance,,https://api.dictionaryapi.dev/api/v2/entries/en/finance
2468,fiscal,,https://api.dictionaryapi.dev/api/v2/entries/en/fiscal
2469,flame,,https://api.dictionaryapi.dev/api/v2/entries/en/flame
2470,flash,,https://api.dictionaryapi.dev/api/v2/entries/en/flash
2471,fleet,,https://api.dictionaryapi.dev/api/v2/entries/en/fleet
2472,flourish,,https://api.dictionaryapi.dev/api/v2/entries/en/flourish
2473,fluctuate,,https://api.dictionaryapi.dev/api/v2/entries/en/fluctuate
2474,focus,"('A point at which reflected or refracted rays of light converge.',)",https://api.dictionaryapi.dev/api/v2/entries/en/focus
2475,forbid,,https://api.dictionaryapi.dev/api/v2/entries/en/forbid
2476,forecast,,https://api.dictionaryapi.dev/api/v2/entries/en/forecast
2477,foreign,,https://api.dictionaryapi.dev/api/v2/entries/en/foreign
2478,forge,"('Furnace or hearth where metals are heated prior to hammering them into shape.',)",https://api.dictionaryapi.dev/api/v2/entries/en/forge
2479,formal,,https://api.dictionaryapi.dev/api/v2/entries/en/formal
2480,format,,https://api.dictionaryapi.dev/api/v2/entries/en/format
2481,formation,,https://api.dictionaryapi.dev/api/v2/entries/en/formation
2482,former,,https://api.dictionaryapi.dev/api/v2/entries/en/former
2483,formula,,https://api.dictionaryapi.dev/api/v2/entries/en/formula
2484,fortunate,,https://api.dictionaryapi.dev/api/v2/entries/en/fortunate
2485,foundation,"('The act of founding, fixing, establishing, or beginning to erect.',)",https://api.dictionaryapi.dev/api/v2/entries/en/foundation
2486,fragile,,https://api.dictionaryapi.dev/api/v2/entries/en/fragile
2487,fragment,,https://api.dictionaryapi.dev/api/v2/entries/en/fragment
2488,framework,,https://api.dictionaryapi.dev/api/v2/entries/en/framework
2489,freedom,,https://api.dictionaryapi.dev/api/v2/entries/en/freedom
2490,frontier,,https://api.dictionaryapi.dev/api/v2/entries/en/frontier
2491,frustrate,,https://api.dictionaryapi.dev/api/v2/entries/en/frustrate
2492,function,"('What something does or is used for.',)",https://api.dictionaryapi.dev/api/v2/entries/en/function
2493,fundamental,,https://api.dictionaryapi.dev/api/v2/entries/en/fundamental
2494,gamble,,https://api.dictionaryapi.dev/api/v2/entries/en/gamble
2495,generate,,https://api.dictionaryapi.dev/api/v2/entries/en/generate
2496,generous,,https://api.dictionaryapi.dev/api/v2/entries/en/generous
2497,genuine,"('Belonging to, or proceeding from the original stock; native',)",https://api.dictionaryapi.dev/api/v2/entries/en/genuine
2498,glimpse,"('A brief look, glance, or peek.',)",https://api.dictionaryapi.dev/api/v2/entries/en/glimpse
2499,global,,https://api.dictionaryapi.dev/api/v2/entries/en/global
2500,govern,,https://api.dictionaryapi.dev/api/v2/entries/en/govern
2501,gradual,,https://api.dictionaryapi.dev/api/v2/entries/en/gradual
2502,graph,,https://api.dictionaryapi.dev/api/v2/entries/en/graph
2503,grass,,https://api.dictionaryapi.dev/api/v2/entries/en/grass
2504,grateful,,https://api.dictionaryapi.dev/api/v2/entries/en/grateful
2505,gravity,,https://api.dictionaryapi.dev/api/v2/entries/en/gravity
2506,grief,"('Suffering, hardship.',)",https://api.dictionaryapi.dev/api/v2/entries/en/grief
2507,grin,,https://api.dictionaryapi.dev/api/v2/entries/en/grin
2508,guarantee,,https://api.dictionaryapi.dev/api/v2/entries/en/guarantee
2509,guard,,https://api.dictionaryapi.dev/api/v2/entries/en/guard
2510,guidance,,https://api.dictionaryapi.dev/api/v2/entries/en/guidance
2511,guilty,"('A plea by a defendant who does not contest a charge.',)",https://api.dictionaryapi.dev/api/v2/entries/en/guilty
2512,gym,"('A sports facility specialized for lifting weights and exercise.',)",https://api.dictionaryapi.dev/api/v2/entries/en/gym
2513,halt,,https://api.dictionaryapi.dev/api/v2/entries/en/halt
2514,handful,,https://api.dictionaryapi.dev/api/v2/entries/en/handful
2515,harsh,"('To negatively criticize.',)",https://api.dictionaryapi.dev/api/v2/entries/en/harsh
2516,harvest,,https://api.dictionaryapi.dev/api/v2/entries/en/harvest
2517,hazard,"('The chance of suffering harm; danger, peril, risk of loss.',)",https://api.dictionaryapi.dev/api/v2/entries/en/hazard
2518,heal,,https://api.dictionaryapi.dev/api/v2/entries/en/heal
2519,health,"('The state of being free from physical or psychological disease, illness, or malfunction; wellness.',)",https://api.dictionaryapi.dev/api/v2/entries/en/health
2520,hedge,,https://api.dictionaryapi.dev/api/v2/entries/en/hedge
2521,height,,https://api.dictionaryapi.dev/api/v2/entries/en/height
2522,heir,,https://api.dictionaryapi.dev/api/v2/entries/en/heir
2523,heritage,,https://api.dictionaryapi.dev/api/v2/entries/en/heritage
2524,hesitate,,https://api.dictionaryapi.dev/api/v2/entries/en/hesitate
2525,highlight,,https://api.dictionaryapi.dev/api/v2/entries/en/highlight
2526,hinder,,https://api.dictionaryapi.dev/api/v2/entries/en/hinder
2527,hint,,https://api.dictionaryapi.dev/api/v2/entries/en/hint
2528,historic,"('A history, a non-fiction account of the past.',)",https://api.dictionaryapi.dev/api/v2/entries/en/historic
2529,holy,,https://api.dictionaryapi.dev/api/v2/entries/en/holy
2530,horizon,"('The visible horizontal line or point (in all directions) that appears to connect the Earth to the sky.',)",https://api.dictionaryapi.dev/api/v2/entries/en/horizon
2531,hostile,,https://api.dictionaryapi.dev/api/v2/entries/en/hostile
2532,humanity,,https://api.dictionaryapi.dev/api/v2/entries/en/humanity
2533,humble,"('(Baltimore) An arrest based on weak evidence intended to demean or punish the subject.',)",https://api.dictionaryapi.dev/api/v2/entries/en/humble
2534,hundred,,https://api.dictionaryapi.dev/api/v2/entries/en/hundred
2535,hunt,,https://api.dictionaryapi.dev/api/v2/entries/en/hunt
2536,hurry,,https://api.dictionaryapi.dev/api/v2/entries/en/hurry
2537,hypothesis,"('Used loosely, a tentative conjecture explaining an observation, phenomenon or scientific problem that can be tested by further observation, investigation and/or experimentation. As a scientific term of art, see the attached quotation. Compare to theory, and quotation given there.',)",https://api.dictionaryapi.dev/api/v2/entries/en/hypothesis
2538,ideal,,https://api.dictionaryapi.dev/api/v2/entries/en/ideal
2539,ignorant,"('One who is ignorant.',)",https://api.dictionaryapi.dev/api/v2/entries/en/ignorant
2540,illustrate,,https://api.dictionaryapi.dev/api/v2/entries/en/illustrate
2541,image,,https://api.dictionaryapi.dev/api/v2/entries/en/image
2542,immense,,https://api.dictionaryapi.dev/api/v2/entries/en/immense
2543,immune,,https://api.dictionaryapi.dev/api/v2/entries/en/immune
2544,impact,"('The striking of one body against another; collision.',)",https://api.dictionaryapi.dev/api/v2/entries/en/impact
2545,implement,,https://api.dictionaryapi.dev/api/v2/entries/en/implement
2546,implication,,https://api.dictionaryapi.dev/api/v2/entries/en/implication
2547,impose,,https://api.dictionaryapi.dev/api/v2/entries/en/impose
2548,impress,"('The act of impressing.',)",https://api.dictionaryapi.dev/api/v2/entries/en/impress
2549,improve,,https://api.dictionaryapi.dev/api/v2/entries/en/improve
2550,impulse,,https://api.dictionaryapi.dev/api/v2/entries/en/impulse
2551,incentive,"('Something that motivates, rouses, or encourages.',)",https://api.dictionaryapi.dev/api/v2/entries/en/incentive
2552,incident,"('An event or occurrence.',)",https://api.dictionaryapi.dev/api/v2/entries/en/incident
2553,incline,"('A slope.',)",https://api.dictionaryapi.dev/api/v2/entries/en/incline
2554,incredible,,https://api.dictionaryapi.dev/api/v2/entries/en/incredible
2555,independent,"('A candidate or voter not affiliated with any political party, a freethinker, free of a party platform.',)",https://api.dictionaryapi.dev/api/v2/entries/en/independent
2556,index,,https://api.dictionaryapi.dev/api/v2/entries/en/index
2557,indicate,,https://api.dictionaryapi.dev/api/v2/entries/en/indicate
2558,indigenous,"('Born or originating in, native to a land or region, especially before an intrusion.',)",https://api.dictionaryapi.dev/api/v2/entries/en/indigenous
2559,individual,"('A person considered alone, rather than as belonging to a group of people.',)",https://api.dictionaryapi.dev/api/v2/entries/en/individual
2560,induce,"('To lead by persuasion or influence; incite or prevail upon.',)",https://api.dictionaryapi.dev/api/v2/entries/en/induce
2561,inevitable,"('Something that is predictable, necessary, or cannot be avoided.',)",https://api.dictionaryapi.dev/api/v2/entries/en/inevitable
2562,infect,,https://api.dictionaryapi.dev/api/v2/entries/en/infect
2563,infinite,"('Something that is infinite in nature.',)",https://api.dictionaryapi.dev/api/v2/entries/en/infinite
2564,influence,"('The power to affect, control or manipulate something or someone; the ability to change the development of fluctuating things such as conduct, thoughts or decisions.',)",https://api.dictionaryapi.dev/api/v2/entries/en/influence
2565,initial,"('The first letter of a word or a name.',)",https://api.dictionaryapi.dev/api/v2/entries/en/initial
2566,initiative,,https://api.dictionaryapi.dev/api/v2/entries/en/initiative
2567,inner,"('An inner part.',)",https://api.dictionaryapi.dev/api/v2/entries/en/inner
2568,innovation,"('The act of innovating; the introduction of something new, in customs, rites, etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/innovation
2569,insight,,https://api.dictionaryapi.dev/api/v2/entries/en/insight
2570,inspire,"('To infuse into the mind; to communicate to the spirit; to convey, as by a divine or supernatural influence; to disclose preternaturally; to produce in, as by inspiration.',)",https://api.dictionaryapi.dev/api/v2/entries/en/inspire
2571,install,"('Installer. A software utility that installs an application.',)",https://api.dictionaryapi.dev/api/v2/entries/en/install
2572,instant,"('A very short period of time; a moment.',)",https://api.dictionaryapi.dev/api/v2/entries/en/instant
2573,institute,"('An organization founded to promote a cause',)",https://api.dictionaryapi.dev/api/v2/entries/en/institute
2574,instruct,"('Instruction.',)",https://api.dictionaryapi.dev/api/v2/entries/en/instruct
2575,instrument,,https://api.dictionaryapi.dev/api/v2/entries/en/instrument
2576,insurance,,https://api.dictionaryapi.dev/api/v2/entries/en/insurance
2577,integrate,,https://api.dictionaryapi.dev/api/v2/entries/en/integrate
2578,integrity,,https://api.dictionaryapi.dev/api/v2/entries/en/integrity
2579,intelligent,,https://api.dictionaryapi.dev/api/v2/entries/en/intelligent
2580,intend,"('(usually followed by the particle ""to"") To hope; to wish (something, or something to be accomplished); be intent upon',)",https://api.dictionaryapi.dev/api/v2/entries/en/intend
2581,intense,"('Strained; tightly drawn.',)",https://api.dictionaryapi.dev/api/v2/entries/en/intense
2582,interact,"('A short act or piece between others, as in a play; a break between acts.',)",https://api.dictionaryapi.dev/api/v2/entries/en/interact
2583,interest,"('The price paid for obtaining, or price received for providing, money or goods in a credit transaction, calculated as a fraction of the amount or value of what was borrowed.',)",https://api.dictionaryapi.dev/api/v2/entries/en/interest
2584,interface,,https://api.dictionaryapi.dev/api/v2/entries/en/interface
2585,interfere,"('To get involved or involve oneself, causing disturbance.',)",https://api.dictionaryapi.dev/api/v2/entries/en/interfere
2586,interior,,https://api.dictionaryapi.dev/api/v2/entries/en/interior
2587,intermediate,"('Anything in an intermediate position.',)",https://api.dictionaryapi.dev/api/v2/entries/en/intermediate
2588,internal,"('Inside of something',)",https://api.dictionaryapi.dev/api/v2/entries/en/internal
2589,interpret,,https://api.dictionaryapi.dev/api/v2/entries/en/interpret
2590,interrupt,"('An event that causes a computer or other device to temporarily cease what it was doing and attend to a condition.',)",https://api.dictionaryapi.dev/api/v2/entries/en/interrupt
2591,interval,,https://api.dictionaryapi.dev/api/v2/entries/en/interval
2592,intervene,"('To become involved in a situation, so as to alter or prevent an action.',)",https://api.dictionaryapi.dev/api/v2/entries/en/intervene
2593,intimate,"('A very close friend.',)",https://api.dictionaryapi.dev/api/v2/entries/en/intimate
2594,introduce,"('(of people) To cause (someone) to be acquainted (with someone else).',)",https://api.dictionaryapi.dev/api/v2/entries/en/introduce
2595,investigate,,https://api.dictionaryapi.dev/api/v2/entries/en/investigate
2596,invite,"('To ask for the presence or participation of someone or something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/invite
2597,involve,,https://api.dictionaryapi.dev/api/v2/entries/en/involve
2598,iron,"('A common, inexpensive metal, silvery grey when untarnished, that rusts, is attracted by magnets, and is used in making steel.',)",https://api.dictionaryapi.dev/api/v2/entries/en/iron
2599,isolate,"('Something that has been isolated.',)",https://api.dictionaryapi.dev/api/v2/entries/en/isolate
2600,issue,,https://api.dictionaryapi.dev/api/v2/entries/en/issue
2601,jail,,https://api.dictionaryapi.dev/api/v2/entries/en/jail
2602,jam,"('A sweet mixture of fruit boiled with sugar and allowed to congeal. Often spread on bread or toast or used in jam tarts.',)",https://api.dictionaryapi.dev/api/v2/entries/en/jam
2603,journal,,https://api.dictionaryapi.dev/api/v2/entries/en/journal
2604,judge,"('A public official whose duty it is to administer the law, especially by presiding over trials and rendering judgments; a justice.',)",https://api.dictionaryapi.dev/api/v2/entries/en/judge
2605,juice,"('A liquid from a plant, especially fruit.',)",https://api.dictionaryapi.dev/api/v2/entries/en/juice
2606,junction,,https://api.dictionaryapi.dev/api/v2/entries/en/junction
2607,justify,"('To provide an acceptable explanation for.',)",https://api.dictionaryapi.dev/api/v2/entries/en/justify
2608,keen,"('To make cold, to sharpen.',)",https://api.dictionaryapi.dev/api/v2/entries/en/keen
2609,kid,,https://api.dictionaryapi.dev/api/v2/entries/en/kid
2610,kind,"('A type, race or category; a group of entities that have common characteristics such that they may be grouped together.',)",https://api.dictionaryapi.dev/api/v2/entries/en/kind
2611,knock,"('Sudden fatigue as a result of glycogen depletion from not having taken in enough nutrition.',)",https://api.dictionaryapi.dev/api/v2/entries/en/knock
2612,label,"('A small ticket or sign giving information about something to which it is attached or intended to be attached.',)",https://api.dictionaryapi.dev/api/v2/entries/en/label
2613,laboratory,,https://api.dictionaryapi.dev/api/v2/entries/en/laboratory
2614,landscape,"('A portion of land or territory which the eye can comprehend in a single view, including all the objects it contains.',)",https://api.dictionaryapi.dev/api/v2/entries/en/landscape
2615,legacy,"('Money or property bequeathed to someone in a will.',)",https://api.dictionaryapi.dev/api/v2/entries/en/legacy
2616,legal,"('The legal department of a company.',)",https://api.dictionaryapi.dev/api/v2/entries/en/legal
2617,legislation,"('The act of legislating; preparation and enactment of laws; the laws enacted.',)",https://api.dictionaryapi.dev/api/v2/entries/en/legislation
2618,legitimate,"('A person born to a legally married couple.',)",https://api.dictionaryapi.dev/api/v2/entries/en/legitimate
2619,leisure,"('Freedom provided by the cessation of activities.',)",https://api.dictionaryapi.dev/api/v2/entries/en/leisure
2620,liberal,"(""One with liberal views, supporting individual liberty (see Wikipedia's article on Liberalism)."",)",https://api.dictionaryapi.dev/api/v2/entries/en/liberal
2621,liberate,,https://api.dictionaryapi.dev/api/v2/entries/en/liberate
2622,liberty,"('The condition of being free from control or restrictions.',)",https://api.dictionaryapi.dev/api/v2/entries/en/liberty
2623,license,"('A legal document giving official permission to do something; a permit.',)",https://api.dictionaryapi.dev/api/v2/entries/en/license
2624,likely,,https://api.dictionaryapi.dev/api/v2/entries/en/likely
2625,limitation,"('The act of limiting or the state of being limited.',)",https://api.dictionaryapi.dev/api/v2/entries/en/limitation
2626,literacy,"('The ability to read and write.',)",https://api.dictionaryapi.dev/api/v2/entries/en/literacy
2627,lobby,,https://api.dictionaryapi.dev/api/v2/entries/en/lobby
2628,logic,"('A method of human thought that involves thinking in a linear, step-by-step manner about how a problem can be solved. Logic is the basis of many principles including the scientific method.',)",https://api.dictionaryapi.dev/api/v2/entries/en/logic
2629,loose,"('The release of an arrow.',)",https://api.dictionaryapi.dev/api/v2/entries/en/loose
2630,loyal,,https://api.dictionaryapi.dev/api/v2/entries/en/loyal
2631,luxury,"('Very wealthy and comfortable surroundings.',)",https://api.dictionaryapi.dev/api/v2/entries/en/luxury
2632,maintain,,https://api.dictionaryapi.dev/api/v2/entries/en/maintain
2633,majority,"('More than half (50%) of some group.',)",https://api.dictionaryapi.dev/api/v2/entries/en/majority
2634,mandate,"('An official or authoritative command; an order or injunction; a commission; a judicial precept.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mandate
2635,manifest,"('A list or invoice of the passengers or goods being carried by a commercial vehicle or ship.',)",https://api.dictionaryapi.dev/api/v2/entries/en/manifest
2636,manipulate,"('To move, arrange or operate something using the hands',)",https://api.dictionaryapi.dev/api/v2/entries/en/manipulate
2637,manual,,https://api.dictionaryapi.dev/api/v2/entries/en/manual
2638,margin,"('The edge of the paper, typically left blank when printing but sometimes used for annotations etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/margin
2639,marine,"('A soldier, normally a member of a marine corps, trained to serve on board or from a ship',)",https://api.dictionaryapi.dev/api/v2/entries/en/marine
2640,marker,"('An object used to mark a location.',)",https://api.dictionaryapi.dev/api/v2/entries/en/marker
2641,massive,"('A homogeneous mass of rock, not layered and without an obvious crystal structure.',)",https://api.dictionaryapi.dev/api/v2/entries/en/massive
2642,mature,"('Fully developed; grown up in terms of physical appearance, behaviour or thinking; ripe.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mature
2643,maximum,"('The highest limit',)",https://api.dictionaryapi.dev/api/v2/entries/en/maximum
2644,mechanism,,https://api.dictionaryapi.dev/api/v2/entries/en/mechanism
2645,media,,https://api.dictionaryapi.dev/api/v2/entries/en/media
2646,mediate,,https://api.dictionaryapi.dev/api/v2/entries/en/mediate
2647,medication,,https://api.dictionaryapi.dev/api/v2/entries/en/medication
2648,medieval,,https://api.dictionaryapi.dev/api/v2/entries/en/medieval
2649,medium,,https://api.dictionaryapi.dev/api/v2/entries/en/medium
2650,mental,"('Of or relating to the mind or an intellectual process.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mental
2651,mentor,"('A wise and trusted counselor or teacher',)",https://api.dictionaryapi.dev/api/v2/entries/en/mentor
2652,merchant,,https://api.dictionaryapi.dev/api/v2/entries/en/merchant
2653,merge,"('The joining together of multiple sources.',)",https://api.dictionaryapi.dev/api/v2/entries/en/merge
2654,merit,,https://api.dictionaryapi.dev/api/v2/entries/en/merit
2655,migrate,,https://api.dictionaryapi.dev/api/v2/entries/en/migrate
2656,military,,https://api.dictionaryapi.dev/api/v2/entries/en/military
2657,minimal,,https://api.dictionaryapi.dev/api/v2/entries/en/minimal
2658,minimum,"('The lowest limit.',)",https://api.dictionaryapi.dev/api/v2/entries/en/minimum
2659,minister,,https://api.dictionaryapi.dev/api/v2/entries/en/minister
2660,minority,,https://api.dictionaryapi.dev/api/v2/entries/en/minority
2661,miracle,,https://api.dictionaryapi.dev/api/v2/entries/en/miracle
2662,mirror,,https://api.dictionaryapi.dev/api/v2/entries/en/mirror
2663,mislead,"('To lead astray, in a false direction.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mislead
2664,mission,,https://api.dictionaryapi.dev/api/v2/entries/en/mission
2665,moderate,,https://api.dictionaryapi.dev/api/v2/entries/en/moderate
2666,modify,,https://api.dictionaryapi.dev/api/v2/entries/en/modify
2667,monitor,"('Someone who watches over something; a person in charge of something or someone.',)",https://api.dictionaryapi.dev/api/v2/entries/en/monitor
2668,moral,,https://api.dictionaryapi.dev/api/v2/entries/en/moral
2669,motivate,,https://api.dictionaryapi.dev/api/v2/entries/en/motivate
2670,multiple,,https://api.dictionaryapi.dev/api/v2/entries/en/multiple
2671,mutual,"('A mutual fund.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mutual
2672,mystery,,https://api.dictionaryapi.dev/api/v2/entries/en/mystery
2673,narrow,,https://api.dictionaryapi.dev/api/v2/entries/en/narrow
2674,national,,https://api.dictionaryapi.dev/api/v2/entries/en/national
2675,native,,https://api.dictionaryapi.dev/api/v2/entries/en/native
2676,neglect,,https://api.dictionaryapi.dev/api/v2/entries/en/neglect
2677,negotiate,,https://api.dictionaryapi.dev/api/v2/entries/en/negotiate
2678,neutral,,https://api.dictionaryapi.dev/api/v2/entries/en/neutral
2679,nominate,,https://api.dictionaryapi.dev/api/v2/entries/en/nominate
2680,normal,,https://api.dictionaryapi.dev/api/v2/entries/en/normal
2681,notion,,https://api.dictionaryapi.dev/api/v2/entries/en/notion
2682,novel,,https://api.dictionaryapi.dev/api/v2/entries/en/novel
2683,nuclear,,https://api.dictionaryapi.dev/api/v2/entries/en/nuclear
2684,objective,,https://api.dictionaryapi.dev/api/v2/entries/en/objective
2685,obligation,,https://api.dictionaryapi.dev/api/v2/entries/en/obligation
2686,obtain,,https://api.dictionaryapi.dev/api/v2/entries/en/obtain
2687,occupy,,https://api.dictionaryapi.dev/api/v2/entries/en/occupy
2688,offend,,https://api.dictionaryapi.dev/api/v2/entries/en/offend
2689,ongoing,,https://api.dictionaryapi.dev/api/v2/entries/en/ongoing
2690,operate,,https://api.dictionaryapi.dev/api/v2/entries/en/operate
2691,oppose,,https://api.dictionaryapi.dev/api/v2/entries/en/oppose
2692,option,,https://api.dictionaryapi.dev/api/v2/entries/en/option
2693,ordinary,,https://api.dictionaryapi.dev/api/v2/entries/en/ordinary
2694,organize,,https://api.dictionaryapi.dev/api/v2/entries/en/organize
2695,original,,https://api.dictionaryapi.dev/api/v2/entries/en/original
2696,outline,,https://api.dictionaryapi.dev/api/v2/entries/en/outline
2697,outlook,,https://api.dictionaryapi.dev/api/v2/entries/en/outlook
2698,output,,https://api.dictionaryapi.dev/api/v2/entries/en/output
2699,overcome,,https://api.dictionaryapi.dev/api/v2/entries/en/overcome
2700,overlook,,https://api.dictionaryapi.dev/api/v2/entries/en/overlook
2701,oversee,,https://api.dictionaryapi.dev/api/v2/entries/en/oversee
2702,overwhelm,,https://api.dictionaryapi.dev/api/v2/entries/en/overwhelm
2703,pace,,https://api.dictionaryapi.dev/api/v2/entries/en/pace
2704,panel,,https://api.dictionaryapi.dev/api/v2/entries/en/panel
2705,parallel,,https://api.dictionaryapi.dev/api/v2/entries/en/parallel
2706,paralyze,,https://api.dictionaryapi.dev/api/v2/entries/en/paralyze
2707,participant,,https://api.dictionaryapi.dev/api/v2/entries/en/participant
2708,participate,,https://api.dictionaryapi.dev/api/v2/entries/en/participate
2709,particularly,,https://api.dictionaryapi.dev/api/v2/entries/en/particularly
2710,passion,,https://api.dictionaryapi.dev/api/v2/entries/en/passion
2711,passive,,https://api.dictionaryapi.dev/api/v2/entries/en/passive
2712,patent,,https://api.dictionaryapi.dev/api/v2/entries/en/patent
2713,patient,,https://api.dictionaryapi.dev/api/v2/entries/en/patient
2714,pattern,,https://api.dictionaryapi.dev/api/v2/entries/en/pattern
2715,pause,,https://api.dictionaryapi.dev/api/v2/entries/en/pause
2716,peak,,https://api.dictionaryapi.dev/api/v2/entries/en/peak
2717,perception,,https://api.dictionaryapi.dev/api/v2/entries/en/perception
2718,persist,,https://api.dictionaryapi.dev/api/v2/entries/en/persist
2719,personality,,https://api.dictionaryapi.dev/api/v2/entries/en/personality
2720,perspective,,https://api.dictionaryapi.dev/api/v2/entries/en/perspective
2721,persuade,,https://api.dictionaryapi.dev/api/v2/entries/en/persuade
2722,pioneer,,https://api.dictionaryapi.dev/api/v2/entries/en/pioneer
2723,planning,,https://api.dictionaryapi.dev/api/v2/entries/en/planning
2724,plead,,https://api.dictionaryapi.dev/api/v2/entries/en/plead
2725,pledge,,https://api.dictionaryapi.dev/api/v2/entries/en/pledge
2726,plunge,,https://api.dictionaryapi.dev/api/v2/entries/en/plunge
2727,policy,,https://api.dictionaryapi.dev/api/v2/entries/en/policy
2728,pollution,,https://api.dictionaryapi.dev/api/v2/entries/en/pollution
2729,pose,,https://api.dictionaryapi.dev/api/v2/entries/en/pose
2730,positive,,https://api.dictionaryapi.dev/api/v2/entries/en/positive
2731,possess,,https://api.dictionaryapi.dev/api/v2/entries/en/possess
2732,potential,,https://api.dictionaryapi.dev/api/v2/entries/en/potential
2733,poverty,,https://api.dictionaryapi.dev/api/v2/entries/en/poverty
2734,powder,,https://api.dictionaryapi.dev/api/v2/entries/en/powder
2735,practice,,https://api.dictionaryapi.dev/api/v2/entries/en/practice
2736,precious,,https://api.dictionaryapi.dev/api/v2/entries/en/precious
